station year duration start
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2023 71 90
HSD_TAA_TN_SAN_MARTINO_DI_CASTROZZA 2024 58 92
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2003 130 79
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2004 142 84
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2005 57 140
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2006 73 86
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2007 80 94
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2008 141 70
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2009 168 58
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2010 143 85
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2011 103 69
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2012 109 92
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2013 166 67
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2014 91 110
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2015 59 135
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2016 83 142
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2017 47 131
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2018 158 85
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2019 108 94
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2020 141 62
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2021 118 96
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2022 45 145
HSD_IT_VDA_AO_BIONAZ-PLACE_MOULIN_1040 2023 69 73
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 2008 85 95
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 2009 196 58
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 2010 138 91
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 2011 103 79
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 2012 79 106
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 2013 147 86
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 2014 110 110
HSD_IT_VDA_AO_CHAMOIS-LAC_DE_LOU_1080 2015 64 140
