station year duration start
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2018 66 99
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2019 20 154
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2020 57 75
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2021 32 106
HSD_IT_PIE_TO_CHATEAU_BEAULARD 2022 13 99
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2001 199 66
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2002 34 169
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2003 150 77
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2004 218 51
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2005 58 136
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2006 71 149
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2007 42 79
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2008 87 83
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2009 215 58
HSD_IT_PIE_TO_LAGO_DI_VALSOERA 2010 184 91
HSD_IT_PIE_TO_MALCIAUSSIA 2001 154 64
HSD_IT_PIE_TO_MALCIAUSSIA 2002 38 168
HSD_IT_PIE_TO_MALCIAUSSIA 2003 76 74
HSD_IT_PIE_TO_MALCIAUSSIA 2004 181 67
HSD_IT_PIE_TO_MALCIAUSSIA 2005 63 92
HSD_IT_PIE_TO_MALCIAUSSIA 2006 61 150
HSD_IT_PIE_TO_MALCIAUSSIA 2007 22 207
HSD_IT_PIE_TO_MALCIAUSSIA 2008 40 83
HSD_IT_PIE_TO_MALCIAUSSIA 2009 180 84
HSD_IT_PIE_TO_MALCIAUSSIA 2010 116 123
HSD_IT_PIE_TO_MALCIAUSSIA 2011 159 62
HSD_IT_PIE_TO_MALCIAUSSIA 2012 44 132
HSD_IT_PIE_TO_MALCIAUSSIA 2013 70 68
HSD_IT_PIE_TO_MALCIAUSSIA 2014 89 125
HSD_IT_PIE_TO_MALCIAUSSIA 2015 84 139
HSD_IT_PIE_TO_MALCIAUSSIA 2016 57 171
HSD_IT_PIE_TO_MALCIAUSSIA 2017 117 83
HSD_IT_PIE_TO_MALCIAUSSIA 2018 153 91
HSD_IT_PIE_TO_MALCIAUSSIA 2019 32 65
HSD_IT_PIE_TO_MALCIAUSSIA 2020 95 105
HSD_IT_PIE_TO_MALCIAUSSIA 2021 85 93
HSD_IT_PIE_TO_MALCIAUSSIA 2022 50 73
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2001 70 128
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2002 34 169
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2003 28 157
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2004 115 84
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2005 45 91
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2006 59 150
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2007 11 97
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2008 29 83
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2009 132 84
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2010 129 91
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2011 129 76
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2012 24 152
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2013 62 72
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2014 108 104
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2015 72 137
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2016 42 171
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2017 30 111
HSD_IT_PIE_TO_PRAGELATO_TRAMPOLINO_A_VALLE 2018 106 125
